Gene	RNA Tissue Category	RNA TS TPM	BaseMean	log2FoldChange	lfcSE	stat	P_value	P value adjusted
MS4A8	Tissue enhanced	duodenum: 186.5;fallopian tube: 226.5;small intestine: 210.9	1.46136763	0.037007388	1.258216573	0.029412574	0.976535544	0.989171894
CCDC178	Tissue enhanced	testis: 27.7	0.614720106	-0.814134873	0.700834652	-1.161664696	0.245371691	0.43172445
MS4A15	Tissue enriched	lung: 71.4	0.134340404	0.052481006	2.394947946	0.021913214	0.982517184	NA
MAP1A	Tissue enriched	cerebral cortex: 165.6	14.54831839	-2.890896146	0.300776762	-9.611434496	7.15E-22	2.20E-19
RCCD1	Mixed		104.6820702	0.303635721	0.109979572	2.76083744	0.005765337	0.024722915
AKTIP	Expressed in all		892.2967227	0.248994387	0.11021002	2.259271769	0.023866485	0.077582636
MAPRE2	Expressed in all		877.3203752	-0.130549029	0.077338444	-1.688022432	0.091406923	0.216436082
EVA1C	Mixed		38.5662773	-1.41051209	0.244524981	-5.768376227	8.00E-09	1.97E-07
TCP10L2	Tissue enhanced	epididymis: 1.6;testis: 1.5	1.813342484	-1.173999278	0.555476965	-2.113497682	0.034558193	0.103983694
MARS	Expressed in all		426.1150981	-0.005287647	0.120035847	-0.044050566	0.964864097	0.983271051
MBD6	Expressed in all		501.1424206	0.232086289	0.122197304	1.899275042	0.057528323	0.153897124
CNPY4	Mixed		63.18832849	-0.193793857	0.138985537	-1.394345498	0.163213298	0.326290874
PDIA3	Expressed in all		2545.176862	0.389930365	0.150234563	2.59547708	0.00944597	0.036982009
NUDT21	Expressed in all		861.3720232	-0.022793233	0.141486454	-0.161098344	0.872015944	0.933919584
NAT16	Group enriched	cerebral cortex: 5.1;thyroid gland: 3.0	0.255223676	0.530316158	1.451994384	0.365232926	0.714937542	NA
TERB2	Tissue enriched	testis: 40.1	12.25168967	1.333285645	0.352525654	3.782095373	0.000155514	0.001187122
NKX3-1	Tissue enriched	prostate: 485.5	7.505820119	0.32845771	1.263334593	0.259992651	0.794869442	0.889129371
SGSM1	Tissue enhanced	cerebral cortex: 14.8;parathyroid gland: 19.0	13.38022121	-0.565649009	0.284362455	-1.989183168	0.046680989	0.131169417
DUSP18	Mixed		49.34870737	-0.48730501	0.172171549	-2.830345737	0.004649773	0.020772935
TEF	Mixed		780.8275416	0.564993289	0.183806248	3.073852469	0.002113139	0.010768141
MEI1	Tissue enhanced	testis: 18.6	12.35784554	-1.166835951	0.300837502	-3.878625314	0.000105048	0.00085095
B4GALNT2	Tissue enhanced	colon: 33.3	0.08327683	-0.455769976	3.173691684	-0.143608775	0.885809411	NA
PBX3	Expressed in all		474.9505939	0.046913389	0.085058762	0.551540934	0.581262914	0.745805769
GNGT2	Mixed		12.01476516	-0.109024627	0.206086773	-0.529022924	0.596789547	0.758185271
PHB	Expressed in all		1198.523364	0.091808897	0.121892849	0.753193463	0.451333667	0.641013806
SNRPD1	Expressed in all		239.7934445	0.005746631	0.095093016	0.060431681	0.951811827	0.976599413
TTC16	Group enriched	fallopian tube: 10.9;testis: 18.3	2.524622409	0.395759684	0.524135237	0.755071699	0.450205963	0.639959859
SUN5	Tissue enriched	testis: 41.0	0	NA	NA	NA	NA	NA
SAMD14	Tissue enhanced	cerebral cortex: 6.2	17.11461776	-0.375267311	0.249306941	-1.50524213	0.132261837	0.281786539
PIP5KL1	Tissue enhanced	parathyroid gland: 3.8	2.650134078	0.040007073	0.452951364	0.088325318	0.929618117	0.965907315
BPIFB6	Not detected		0.018757964	0.26207546	3.928753465	0.066707026	0.946814941	NA
TMEM92	Tissue enhanced	duodenum: 40.2;small intestine: 50.6	85.2620116	-0.494427362	0.35640485	-1.387263282	0.165361495	0.329228481
FAM102A	Mixed		578.2411902	0.161738779	0.170335856	0.949528674	0.342351795	0.537167775
ACSF2	Tissue enhanced	kidney: 136.9	626.6883565	0.372765262	0.12250519	3.04285281	0.002343469	0.01170935
GOLGA2	Expressed in all		522.3307203	0.009714766	0.15003009	0.064752116	0.948371367	0.974884723
TRUB2	Mixed		495.1205876	0.094395303	0.113458759	0.831978979	0.40542081	0.59897562
COQ4	Expressed in all		520.3217164	0.11100211	0.109568178	1.013087125	0.311018547	0.505133731
SLC27A4	Expressed in all		403.0948196	-0.570756048	0.148910202	-3.832887477	0.000126648	0.000996097
URM1	Expressed in all		357.0092785	-0.002040993	0.091634386	-0.022273223	0.982230008	0.991270105
CERCAM	Expressed in all		17.74404888	-1.539341808	0.362092658	-4.251237282	2.13E-05	0.000212107
DOLPP1	Expressed in all		351.2166276	0.545635067	0.124582461	4.379710138	1.19E-05	0.000128339
CCDC103	Group enriched	fallopian tube: 24.5;testis: 27.0	3.732370271	-1.250874042	0.468216271	-2.671573201	0.00754966	0.030793658
ENDOG	Expressed in all		276.8587112	0.041596964	0.19831911	0.209747633	0.833864646	0.911220066
TBC1D21	Tissue enriched	testis: 62.0	0.008409041	0.165896751	3.928753465	0.042226307	0.966318291	NA
PRRX2	Tissue enhanced	"cervix, uterine: 9.9;skin: 10.7"	0.080501646	0.401760585	2.549119759	0.157607576	0.874766034	NA
UGT1A6	Group enriched	kidney: 75.4;liver: 72.4;urinary bladder: 107.9	1264.857701	0.266307712	0.228857036	1.163642231	0.244569029	0.430756749
C15orf39	Tissue enhanced	testis: 123.7	124.1339117	-0.343014867	0.156130062	-2.196981555	0.028021764	0.088114329
ISLR2	Group enriched	cerebral cortex: 31.1;testis: 14.8	5.721102767	-0.547222644	0.466391605	-1.173311522	0.240670904	0.426558975
SP2	Expressed in all		141.7269571	-0.161575722	0.091127516	-1.773072824	0.07621664	0.189479759
PRR15L	Tissue enhanced	duodenum: 180.5	31.26927583	-0.948778537	0.265779196	-3.569799864	0.000357254	0.002397069
COQ7	Expressed in all		233.22861	0.061623717	0.066199775	0.930875022	0.351918216	0.546698712
GPRC5B	Tissue enhanced	cerebral cortex: 308.3	198.1018683	-1.62653299	0.227323106	-7.155159104	8.36E-13	4.72E-11
CRK	Expressed in all		1789.621156	-0.007631202	0.069228694	-0.110231775	0.912225563	0.957782257
C16orf92	Tissue enriched	testis: 22.9	0.019412572	0.315243783	3.92884572	0.08023827	0.936047753	NA
GOLGA6C	Tissue enriched	testis: 10.5	5.943948569	2.232451774	0.72734859	3.069301028	0.002145603	0.010909267
FBXO22	Expressed in all		408.2409918	0.025933365	0.134079579	0.19341771	0.846631847	0.919431039
TBC1D2B	Expressed in all		1062.214793	0.086361973	0.110291831	0.783031453	0.433608642	0.624655684
NOD2	Mixed		23.20367258	-0.861131382	0.212065696	-4.060682132	4.89E-05	0.000437973
SNX20	Tissue enhanced	lymph node: 31.5	57.72896075	-0.42368204	0.189006975	-2.241621194	0.024985865	0.080524746
LOXHD1	Group enriched	epididymis: 8.3;testis: 41.3	0.558887962	-2.11796666	0.923734834	-2.292829697	0.021857812	0.072518526
KATNAL2	Tissue enhanced	parathyroid gland: 45.1;testis: 32.6	19.74223724	-0.285459882	0.198418596	-1.438675042	0.150242614	0.307615511
HDHD2	Expressed in all		663.9854881	0.099551179	0.085247604	1.167788586	0.242892053	0.429058906
ZNF91	Mixed		311.155226	0.021363524	0.12736595	0.167733401	0.866793019	0.930287083
IGF2	Tissue enriched	placenta: 3962.9	13301.44736	0.540633619	0.170752933	3.166174707	0.00154458	0.008250907
RNF214	Expressed in all		169.8347786	0.299119911	0.123247485	2.426985919	0.015224847	0.054315555
CDK12	Expressed in all		630.9264441	-0.201830005	0.065266608	-3.092393059	0.001985498	0.010218109
DPEP2	Tissue enhanced	spleen: 38.7	10.58737353	0.334127741	0.419502642	0.796485428	0.425749942	0.617357464
DUS2	Mixed		90.54321859	0.137762598	0.089359755	1.541662665	0.123155589	0.267958402
POP5	Expressed in all		176.4452817	0.301118758	0.090958708	3.310499502	0.000931296	0.005402646
ENGASE	Expressed in all		188.4658762	0.442242182	0.174889337	2.528697227	0.011448674	0.043187127
ATP5L	Expressed in all		1527.042949	0.065052177	0.105948581	0.61399763	0.539216893	0.713974794
CD3D	Tissue enhanced	lymph node: 199.3;tonsil: 119.1	33.98278055	-0.891329025	0.252703879	-3.527167954	0.00042003	0.002745749
TBC1D16	Mixed		248.0525529	-0.338435031	0.163561587	-2.069159623	0.03853111	0.113014602
TEPSIN	Expressed in all		45.46564795	0.859861526	0.524592867	1.639102589	0.101191896	0.23242386
MYO5B	Mixed		637.2353042	-0.007358918	0.09379208	-0.078459912	0.937462217	0.969032762
ART5	Tissue enhanced	ovary: 10.2;testis: 22.6	7.033769248	1.4393613	0.529976504	2.715896436	0.006609659	0.027671416
ACAA2	Expressed in all		12688.57807	0.512112845	0.151594881	3.378167143	0.000729707	0.004405622
STIM1	Expressed in all		933.1947228	-0.032614437	0.078781163	-0.413987758	0.678883073	0.815255744
RRM1	Expressed in all		350.7081048	-0.11876185	0.127795163	-0.929314121	0.352726319	0.547441628
OR51E2	Tissue enriched	prostate: 45.9	0.759295382	1.340504709	0.709051405	1.890560684	0.058683013	0.156228821
TRIM68	Expressed in all		103.2004273	0.148602058	0.114031194	1.303170229	0.192516651	0.367076963
MMP26	Tissue enriched	endometrium: 23.9	0	NA	NA	NA	NA	NA
OR51I1	Not detected		0	NA	NA	NA	NA	NA
OR51Q1	Not detected		0.022031479	0.315245313	3.92884572	0.080238659	0.936047444	NA
FN3K	Expressed in all		669.8754252	0.554573147	0.180279713	3.076181651	0.002096701	0.010698385
PRRT2	Tissue enhanced	cerebral cortex: 98.1	16.94671822	-0.11106789	0.281570791	-0.394458137	0.693242829	0.824662799
ZNF23	Mixed		97.93179626	0.129051668	0.099377786	1.298596735	0.194082359	0.369195488
IRGQ	Mixed		369.7987738	-0.017442804	0.075306006	-0.231625671	0.816828767	0.902299467
ZNF226	Expressed in all		120.1939006	-0.171938398	0.094537871	-1.818725087	0.068953382	0.175650352
ZNF180	Mixed		96.04262912	0.04137129	0.110985856	0.372761818	0.709325723	0.834305671
PPP2R3B	Tissue enhanced	skeletal muscle: 14.7	82.04249002	0.409088902	0.165559569	2.470946894	0.013475583	0.049258103
ZNF668	Mixed		49.09282444	0.216153629	0.17328297	1.247402615	0.212249908	0.392186533
ZNF646	Tissue enhanced	testis: 34.3	123.763459	-0.105300328	0.125309881	-0.84031943	0.40072931	0.594478827
VKORC1	Expressed in all		2712.862054	0.540810915	0.153936132	3.513216223	0.000442717	0.002869098
GNG8	Tissue enhanced	adrenal gland: 29.3	0.186414157	-0.289818233	1.789777266	-0.161929777	0.871361154	NA
LPO	Tissue enriched	salivary gland: 372.8	0.112257549	0.507627573	2.231136631	0.227519716	0.82001964	NA
CA4	Tissue enhanced	colon: 253.5;rectum: 180.9	3.909118514	-3.714758629	0.526941723	-7.049657428	1.79E-12	9.40E-11
SMG8	Expressed in all		162.5163895	-0.05319539	0.090160083	-0.590010434	0.555183654	0.726747853
TPM4	Expressed in all		1345.148611	-1.045450365	0.154344182	-6.773500296	1.26E-11	5.64E-10
RAB8A	Expressed in all		1111.067138	0.314319203	0.08785545	3.577685881	0.00034665	0.00233789
GPX4	Expressed in all		4680.222434	0.404238443	0.145592127	2.776513065	0.005494543	0.02378707
MIDN	Expressed in all		745.2796055	-0.185409173	0.195195922	-0.949861919	0.342182418	0.537071056
JSRP1	Tissue enriched	skeletal muscle: 116.2	2.481791804	-1.609563351	0.647900395	-2.484275923	0.012981518	0.047817242
FAM129C	Group enriched	appendix: 13.9;bone marrow: 11.3;lymph node: 28.2;spleen: 36.9;tonsil: 9.4	5.240963021	-0.839420821	0.609259232	-1.377772837	0.168273435	0.333558737
KLHL26	Mixed		78.66295415	0.028421968	0.144722687	0.196389164	0.844305577	0.918106707
GATAD2A	Expressed in all		603.8733011	-0.134149979	0.108017132	-1.241932422	0.214261497	0.394293741
MVD	Expressed in all		361.7675948	1.363366851	0.289138773	4.715268157	2.41E-06	3.20E-05
CDT1	Tissue enhanced	bone marrow: 20.4	11.51641475	-0.194680575	0.28184739	-0.690730451	0.489734949	0.673201634
TRAPPC2L	Expressed in all		292.4222797	0.304602988	0.113570308	2.682065357	0.007316916	0.030001647
ANKRD11	Expressed in all		952.283804	0.025181958	0.105269723	0.239213684	0.810939892	0.898843992
SPATA33	Tissue enhanced	testis: 77.2	38.51156136	0.272903451	0.155719319	1.752534319	0.079681974	0.195633038
SGK494	Mixed		23.44670056	0.651674475	0.345603891	1.885610931	0.059347403	0.157609579
PROCA1	Tissue enriched	testis: 139.5	9.585322882	-0.365138345	0.299092444	-1.220821027	0.22215379	0.404008935
RPL13	Expressed in all		10504.85033	0.124338667	0.155892141	0.797594194	0.425106021	0.617035813
ZNF641	Expressed in all		203.8029793	-0.228503887	0.080531456	-2.837448839	0.004547563	0.020381662
LALBA	Tissue enriched	breast: 2476.8	0	NA	NA	NA	NA	NA
CACNB3	Mixed		17.62600187	-0.97985073	0.243348275	-4.026536571	5.66E-05	0.000497372
DHRS13	Mixed		53.88874217	-0.11966965	0.194583007	-0.615005659	0.538550983	0.713586503
TP53I13	Expressed in all		256.4978504	0.714460469	0.22994903	3.107038416	0.001889718	0.009777751
KMT2D	Expressed in all		930.0063744	0.187786706	0.100247947	1.873222452	0.061037673	0.161022764
CORO6	Tissue enhanced	skeletal muscle: 127.5	5.10840094	-0.243888719	0.515160105	-0.473423149	0.635911318	0.785499234
RHEBL1	Mixed		4.519616013	-0.456175263	0.27731658	-1.644962096	0.099977628	0.23033254
TUBA1A	Expressed in all		43.95251596	-1.291137336	0.462887841	-2.789309252	0.00528206	0.02303141
TUBA1C	Expressed in all		273.4490886	-0.469117398	0.294244395	-1.594312097	0.11086615	0.248182649
ZNF610	Tissue enhanced	testis: 22.0	7.506366538	-1.001920765	0.291626871	-3.43562567	0.000591187	0.003674513
ZNF528	Expressed in all		75.18747445	-0.336677258	0.152707426	-2.204720932	0.027473683	0.086745611
ZNF701	Expressed in all		39.28997944	-0.954567298	0.170044754	-5.613623919	1.98E-08	4.43E-07
SERTAD3	Expressed in all		124.1225682	0.018443137	0.144951135	0.127236929	0.898752878	0.950369797
NCKAP5L	Expressed in all		108.7763232	-0.014731068	0.209764377	-0.070226738	0.944013193	0.97287958
RAB4B	Expressed in all		140.7247916	0.191609219	0.166870466	1.148251233	0.250864865	0.43838393
AQP2	Group enriched	kidney: 435.9;seminal vesicle: 302.5	0	NA	NA	NA	NA	NA
GPD1	Tissue enhanced	adipose tissue: 636.1;skeletal muscle: 195.7	2582.690267	0.98906199	0.154712856	6.392888205	1.63E-10	5.78E-09
PROSER3	Mixed		17.6379639	-0.269944622	0.256857506	-1.050950882	0.293281149	0.485867673
CYP2S1	Tissue enhanced	duodenum: 96.7;small intestine: 68.6;stomach: 111.7	31.57836891	0.31847971	0.235907784	1.350017811	0.17701027	0.345810441
AXL	Expressed in all		688.1845994	0.380054656	0.195168108	1.947319464	0.051496447	0.141209633
NFKBID	Tissue enhanced	bone marrow: 9.8	2.382555827	-0.008174067	1.821894408	-0.004486576	0.996420242	0.998113361
TMC4	Tissue enhanced	duodenum: 30.8	5.213312313	0.735619794	0.671629662	1.095275917	0.273395775	0.463777926
ANKRD33	Not detected		0.394485725	-1.669278966	1.191201227	-1.401340872	0.161112164	NA
LAIR1	Tissue enhanced	lymph node: 7.1	51.42855544	-1.112319656	0.222049754	-5.009326235	5.46E-07	8.54E-06
TTYH1	Tissue enriched	cerebral cortex: 57.7	21.1647008	-1.708859023	0.318783325	-5.360565905	8.30E-08	1.59E-06
LENG8	Expressed in all		184.0950354	0.414922361	0.200208493	2.072451345	0.038223369	0.112363918
CDC42EP5	Tissue enhanced	colon: 3.1;prostate: 2.4	18.34453168	-1.054708153	0.255493687	-4.128118247	3.66E-05	0.000340481
LAIR2	Tissue enhanced	lymph node: 1.4	1.700605398	-2.986176035	0.908708746	-3.286175079	0.001015579	0.005822386
TMEM145	Tissue enriched	cerebral cortex: 38.3	1.652237104	0.316384358	0.984361768	0.321410652	0.747899212	0.859571313
ZNF526	Mixed		65.61001048	0.375137471	0.174487827	2.149934918	0.031560363	0.096752724
TRAPPC9	Expressed in all		225.4399004	0.034228631	0.141721474	0.241520427	0.809151787	0.897992017
KIR3DL1	Not detected		0.538558908	1.493609311	1.029915537	1.45022505	0.146995772	0.302810803
NLRP7	Tissue enriched	testis: 2.8	0.422983744	0.853436522	1.56419308	0.545608169	0.585335308	NA
ZNF146	Expressed in all		693.4459219	-0.069357259	0.085588516	-0.810357075	0.417734981	0.610727173
ZNF283	Mixed		24.22032841	-0.368779238	0.203386193	-1.813197021	0.069801439	0.177120063
PPP1R14A	Mixed		42.26619834	-1.103120364	0.260253838	-4.238632457	2.25E-05	0.000222029
SPINT2	Mixed		254.7697683	-1.394052687	0.192622126	-7.237240697	4.58E-13	2.70E-11
C19orf33	Mixed		1.682322809	-0.250404475	0.650358971	-0.385025019	0.700218879	0.829010825
YIF1B	Expressed in all		300.5436611	0.186700399	0.14536492	1.284356632	0.1990172	0.375398689
DNAAF3	Group enriched	fallopian tube: 69.1;testis: 67.9	4.640334733	0.043571513	0.441675018	0.098650617	0.921415679	0.962436943
PSCA	Group enriched	prostate: 344.6;stomach: 1648.5;urinary bladder: 343.4	0.486396897	-0.330347686	1.216214438	-0.271619606	0.785914523	0.883559309
ATCAY	Tissue enriched	cerebral cortex: 108.9	6.102975732	0.382249938	0.429325318	0.890350329	0.373277805	0.568179307
LY6D	Group enriched	esophagus: 631.6;skin: 717.0	0.013943393	0.41142617	3.92884572	0.10471935	0.916598507	NA
DAPK3	Expressed in all		183.7559774	0.145917894	0.251751308	0.579611263	0.562176796	0.731841177
EEF2	Expressed in all		19771.7762	0.088679994	0.110744257	0.800763815	0.423268391	0.615265405
TMIGD2	Tissue enhanced	lymph node: 7.4	8.950097374	6.20E-05	0.388420954	0.000159566	0.999872684	0.999953025
CHAF1A	Mixed		55.77609799	-0.161339946	0.150861044	-1.069460621	0.284862164	0.476955731
UBXN6	Expressed in all		1109.490751	0.387098824	0.158130263	2.447974333	0.014366189	0.051881262
PLIN4	Tissue enriched	adipose tissue: 812.2	703.1056044	0.221688388	0.225310989	0.983921774	0.325153977	0.519849004
ZNF444	Expressed in all		410.7516009	0.575164861	0.246972852	2.328858645	0.019866555	0.067366593
NXN	Mixed		143.1610243	0.145336438	0.181839198	0.799258021	0.424140815	0.616101844
FAM57A	Tissue enhanced	skin: 82.7	31.60649229	-0.905870827	0.169143894	-5.355622391	8.53E-08	1.63E-06
GLOD4	Expressed in all		845.1850521	0.157774718	0.066857632	2.359860982	0.018281785	0.063022914
MFSD3	Expressed in all		313.2450704	0.51451501	0.20856342	2.46694751	0.013627033	0.049716801
GPT	Mixed		1422.463774	0.223435627	0.208928956	1.069433509	0.284874375	0.476955731
KIFC2	Expressed in all		53.08252365	0.314609109	0.326722524	0.962924458	0.335585435	0.530924827
SLC43A2	Tissue enhanced	placenta: 31.7	97.91567512	-1.05693633	0.327993905	-3.222426742	0.001271097	0.006986406
RILP	Mixed		262.8693823	0.126659282	0.148683356	0.851872637	0.394284785	0.588754014
SERPINF2	Tissue enhanced	epididymis: 117.4;liver: 452.5	22605.46728	0.659874862	0.14261423	4.626991728	3.71E-06	4.68E-05
WDR81	Mixed		408.0614995	-0.042235661	0.17167093	-0.246026866	0.805661435	0.895767122
SRR	Expressed in all		144.1568954	-0.035564132	0.142750191	-0.249135444	0.803256013	0.894669171
TSR1	Expressed in all		337.0163343	-0.13155418	0.103020715	-1.276968239	0.201613461	0.37891762
TRPV3	Tissue enhanced	skin: 5.1;small intestine: 4.5	20.28141707	-0.800719966	0.372172681	-2.151474323	0.03143878	0.096485085
HSD11B1L	Tissue enhanced	cerebral cortex: 25.6	47.73340418	0.469486672	0.204206217	2.299081185	0.02150033	0.071580541
CYB5D2	Expressed in all		462.1696583	0.511307487	0.093736701	5.454720303	4.90E-08	9.91E-07
GGT6	Mixed		24.14817241	-1.51232115	0.36253726	-4.17149164	3.03E-05	0.000286969
C19orf48	Expressed in all		150.7869088	0.363121274	0.132920354	2.731871098	0.006297577	0.026597488
KLK1	Group enriched	pancreas: 1994.7;salivary gland: 2549.9	0.144319529	1.099704162	2.4105384	0.456206863	0.648241231	NA
KLK4	Tissue enriched	prostate: 406.5	0.061372384	0.183695955	3.832844242	0.047926799	0.961774582	NA
KLK2	Tissue enriched	prostate: 867.2	0	NA	NA	NA	NA	NA
KLK5	Tissue enriched	skin: 213.5	0.045915362	0.702486251	3.928814914	0.1788036	0.858091918	NA
KLK6	Group enriched	cerebral cortex: 78.6;esophagus: 63.0;fallopian tube: 44.9;tonsil: 31.3	0.060262973	0.324914247	3.382335255	0.096062106	0.923471247	NA
KLK11	Tissue enhanced	esophagus: 225.7;skin: 214.5	8.676289276	-0.805757586	0.450737395	-1.787643079	0.073833611	0.184791883
KLK13	Tissue enriched	esophagus: 402.2	0.077012781	-0.706290589	2.869696427	-0.246120315	0.805589098	NA
ZNF83	Expressed in all		111.3579882	-1.358731529	0.23729537	-5.72590831	1.03E-08	2.47E-07
KRT80	Tissue enhanced	skin: 125.0	18.02308814	-2.837395795	0.456426135	-6.216549789	5.08E-10	1.65E-08
KRT1	Tissue enriched	skin: 15454.7	1.090392925	-0.812621381	0.911527299	-0.891494289	0.372664054	0.567474783
ACER1	Tissue enriched	skin: 67.8	1.303967282	0.557166117	0.682582532	0.816261904	0.414350358	0.607839205
OTUB1	Expressed in all		487.8770497	0.008393571	0.089249245	0.09404641	0.92507229	0.963468498
RCOR2	Tissue enhanced	cerebral cortex: 13.2	3.769756194	-0.297516464	0.390219664	-0.762433294	0.445801442	0.635768277
ANGPTL4	Tissue enhanced	adipose tissue: 78.7	657.8741148	-0.351967489	0.301570479	-1.1671152	0.24316385	0.429448579
CD320	Expressed in all		124.2786214	-0.199236854	0.195492922	-1.019151242	0.30813117	0.501852213
SPRYD3	Expressed in all		324.0527506	-0.057802228	0.127530144	-0.453243652	0.650373303	0.796229904
IGFBP6	Tissue enhanced	adipose tissue: 72.2	54.72362336	-1.520186019	0.269384688	-5.643179013	1.67E-08	3.80E-07
SOAT2	Group enriched	duodenum: 12.1;small intestine: 22.0	27.70112194	1.169616196	0.268348227	4.358576207	1.31E-05	0.000139264
ZNF558	Mixed		118.5719857	-0.039796814	0.129735193	-0.306754188	0.75903048	0.866927583
CABP2	Not detected		0.017854368	0.165895916	3.928753464	0.042226095	0.96631846	NA
NDUFV1	Expressed in all		1499.435692	0.302832463	0.156393816	1.936345515	0.052825398	0.143823978
CDK2AP2	Expressed in all		665.7098936	0.252282561	0.154325185	1.634746529	0.102102194	0.233906674
NUDT8	Expressed in all		184.4269313	1.18495123	0.23448784	5.053358974	4.34E-07	6.97E-06
TBX10	Group enriched	colon: 8.8;duodenum: 5.8;rectum: 8.6;small intestine: 10.6	5.578488236	1.238097154	0.358207699	3.456366679	0.00054751	0.003439103
PRDX2	Expressed in all		1736.845676	0.17277116	0.089481714	1.930798517	0.053507974	0.145237596
OR8J3	Not detected		0	NA	NA	NA	NA	NA
OR5I1	Not detected		0	NA	NA	NA	NA	NA
ZNF232	Mixed		37.88977323	0.260807589	0.219729624	1.186947781	0.235248219	0.42009949
MIS12	Expressed in all		218.1913299	0.211453958	0.109409197	1.932689057	0.053274514	0.144765892
CD300C	Tissue enhanced	lung: 12.4	17.05839718	-0.234930431	0.233985282	-1.004039352	0.315359646	0.509458607
CD300A	Tissue enhanced	spleen: 85.8	140.0777506	0.157288321	0.188991611	0.832250278	0.40526769	0.598853917
TEKT1	Group enriched	fallopian tube: 79.5;testis: 16.7	0.375039675	1.209561193	1.489117421	0.81226717	0.416638345	NA
HID1	Expressed in all		83.09672717	-0.378475484	0.187584077	-2.017631182	0.043629687	0.124564032
MRPL58	Expressed in all		315.1872585	0.297154562	0.097753244	3.039843497	0.002367011	0.011793294
ATP5H	Expressed in all		1293.253214	0.217442611	0.107295546	2.026576302	0.042705762	0.122474025
TMEM88	Mixed		16.72434915	-1.072661461	0.28916477	-3.709516417	0.000207655	0.001503977
EVPL	Group enriched	esophagus: 77.5;skin: 111.0	2.581787119	-1.355266391	0.530677098	-2.553843749	0.010654106	0.040726758
SRP68	Expressed in all		412.9490134	-0.230364684	0.201056456	-1.145771134	0.251889862	0.439699
MGAT5B	Tissue enriched	cerebral cortex: 23.1	2.135294416	-1.995001449	0.624359673	-3.195275955	0.001396972	0.007572915
TMC8	Tissue enhanced	lymph node: 118.8;spleen: 104.5	153.5916714	-0.007568889	0.189837897	-0.039870272	0.968196552	0.984691811
TK1	Mixed		42.4263032	0.217159965	0.203761717	1.065754491	0.286534638	0.478737802
TMEM68	Expressed in all		241.9264576	0.00611311	0.136379818	0.044824153	0.964247473	0.983045106
CYP7A1	Tissue enriched	liver: 26.0	1085.018318	0.73655483	0.405486088	1.816473741	0.069297732	0.176224895
GSDMA	Tissue enriched	skin: 58.4	5.861791641	0.079696241	0.363572086	0.219203411	0.826491599	0.906735587
KRT24	Tissue enhanced	epididymis: 20.3;esophagus: 28.4;tonsil: 67.0	0	NA	NA	NA	NA	NA
TMEM99	Tissue enhanced	testis: 177.0	114.2856537	0.268649543	0.113733956	2.362087383	0.018172358	0.062715169
GHDC	Expressed in all		114.6977377	0.020265733	0.219378141	0.092378088	0.926397648	0.964136643
FAM234A	Expressed in all		556.3123427	-0.06606131	0.104824329	-0.630209711	0.528557387	0.705954241
SOST	Tissue enriched	kidney: 10.3	0.446702725	-2.098007679	1.228708425	-1.70749027	0.087730965	NA
PRR25	Not detected		0.053405446	-0.044607491	3.928458758	-0.01135496	0.990940248	NA
ZNF598	Mixed		131.0649241	0.138540966	0.285645804	0.485009632	0.627669513	0.779156646
RAB26	Tissue enhanced	cerebral cortex: 21.1	282.9701138	1.23942426	0.243719667	5.085450323	3.67E-07	5.98E-06
MLST8	Expressed in all		229.5564909	0.297553234	0.192778454	1.543498397	0.122709896	0.267347955
E4F1	Expressed in all		177.5637681	0.337474529	0.176862129	1.90812205	0.056375443	0.151468312
DNASE1L2	Tissue enriched	skin: 11.9	4.414170269	0.53011083	0.481373977	1.1012453	0.270789911	0.460624112
ECI1	Expressed in all		175.9438259	0.726900764	0.318096666	2.285156815	0.022303634	0.073659276
CASKIN1	Tissue enriched	cerebral cortex: 20.3	0.53451073	1.107164684	1.040586349	1.063981557	0.287337054	0.479553973
ABCA3	Tissue enhanced	lung: 135.5	59.44111907	-0.928758316	0.197232379	-4.708954593	2.49E-06	3.29E-05
KCTD5	Expressed in all		221.4020868	0.159082108	0.081051902	1.962719	0.049678834	0.137436677
SRRM2	Expressed in all		284.4546601	0.764260478	0.379001215	2.016511947	0.04374647	0.124797259
ZNF597	Mixed		18.28282145	-0.671853381	0.185351254	-3.624757682	0.000289233	0.001996635
NLRC3	Tissue enhanced	lymph node: 15.7	16.3698021	-0.698923289	0.615773343	-1.135033365	0.256361339	0.44474199
SDHAF2	Expressed in all		306.882875	0.150606909	0.074973655	2.008797743	0.044558588	0.126635109
DDB1	Expressed in all		1646.732323	-0.051901182	0.066607434	-0.779210057	0.435855987	0.626646822
VPS37C	Expressed in all		121.7179292	-0.217034321	0.112125748	-1.935633206	0.05291264	0.143979634
VWCE	Tissue enhanced	fallopian tube: 5.1;ovary: 5.8	111.8414414	-0.464176918	0.353089054	-1.314617128	0.188638611	0.362216981
RAB3IL1	Mixed		149.964388	0.201906804	0.178499157	1.131135896	0.257997898	0.446585194
BEST1	Mixed		48.67043486	0.057293075	0.171854892	0.333380532	0.738847057	0.85354185
FTH1	Expressed in all		8012.394701	0.282603746	0.264277379	1.069345198	0.284914152	0.476990246
BSCL2	Expressed in all		327.1336379	0.083963679	0.170473854	0.492531123	0.622343926	0.776036034
POLR2G	Expressed in all		300.1951302	-0.131898535	0.070286583	-1.876581978	0.060575409	0.160074699
